sampleID,dateTime,sourceCode,latitude,longitude,altitude,speed,heading,linkPVID,direction,distFromRef,distFromLink,slope
6220,6/16/2009 5:47,13,51.48793068,9.980263123,224,31,117,540629051,T,71.87432666,0.07207988,0.027415287
6220,6/16/2009 5:48,13,51.48805129,9.980848599,223,36,37,540629051,F,90.27082722,0.092468735,-0.027414822
6220,6/16/2009 5:48,13,51.48848263,9.980976172,225,34,8,781459314,U,95.68095511,0.041265094,U
6220,6/16/2009 5:48,13,51.48910959,9.981207848,230,55,20,781459314,T,86.78840878,0.144722395,0.027415318
6220,6/16/2009 5:48,13,51.48982113,9.981489731,235,59,8,540629103,U,37.63891114,0.07393643,U
6220,6/16/2009 5:48,13,51.4906201,9.981658962,237,66,8,586514658,U,62.04293026,0.055871929,U
6220,6/16/2009 5:48,13,51.49156155,9.981859792,245,76,8,586514659,U,445.7882563,0.040096681,U
6220,6/16/2009 5:48,13,51.49250208,9.982075123,249,76,8,586514659,U,445.7882563,0.034090369,0.027415107
6220,6/16/2009 5:48,13,51.49372006,9.982358431,252,81,9,586514659,U,445.7882563,0.03064939,0.027414771
6220,6/16/2009 5:48,13,51.49475179,9.982494134,252,81,0,586514659,T,401.8032819,0.032208905,0
6220,6/16/2009 5:48,13,51.49572954,9.982502181,255,71,0,586514659,F,473.0146031,0.022840514,0.027414935
6220,6/16/2009 5:48,13,51.49660813,9.982517017,258,70,2,586514659,F,570.7443961,0.025047162,0.027414999
6220,6/16/2009 5:48,13,51.49741472,9.982531518,262,59,0,79664548,U,28.40278771,0.025497378,U
6220,6/16/2009 5:49,13,51.49793532,9.982552389,263,21,6,79664548,F,86.33603488,0.033871566,0.027414557
6220,6/16/2009 5:49,13,51.49811008,9.982555825,264,10,6,79664548,F,105.7740968,0.033113545,0.027415228
6220,6/16/2009 5:49,13,51.49826732,9.982615756,265,16,355,586514653,U,34.22670179,0.066522232,U
6220,6/16/2009 5:49,13,51.49859682,9.982075626,265,51,310,586514648,U,39.39781039,0.051446472,U
6220,6/16/2009 5:49,13,51.49921666,9.980815491,269,73,304,586514649,U,58.79069181,0.033996952,U
6220,6/16/2009 5:49,13,51.49976534,9.979495928,271,80,303,586514650,U,111.122475,0.034160311,U
6220,6/16/2009 5:49,13,51.50033833,9.97811283,273,82,303,586514650,T,71.70449742,0.025420278,0.027414564
6220,6/16/2009 5:49,13,51.50089262,9.976729732,274,82,304,586514650,F,185.8142573,0.031744166,0.02741358
6220,6/16/2009 5:49,13,51.50145312,9.975331631,270,82,303,586514644,U,611.8511204,0.031962485,U
6220,6/16/2009 5:49,13,51.5020044,9.973981222,268,79,303,586514644,U,611.8511204,0.034582141,-0.027414592
6220,6/16/2009 5:49,13,51.50259658,9.972745227,265,76,316,586514644,T,566.014105,0.05461431,-0.02741494
6220,6/16/2009 5:50,13,51.50332723,9.97199974,265,79,331,586514644,F,580.6351417,0.061719541,0
6220,6/16/2009 5:50,13,51.50405587,9.971011095,253,73,311,586514644,F,585.1792157,0.104603307,-0.027415413
6220,6/16/2009 5:50,13,51.50458803,9.969798317,252,70,302,586514644,T,584.7268045,0.080955316,-0.027413775
6220,6/16/2009 5:50,13,51.50506899,9.968635999,253,67,303,586514644,T,529.4007939,0.065056721,0.027413881
6220,6/16/2009 5:50,13,51.50552278,9.967514668,252,63,301,586514645,U,35.87282573,0.032978593,U
6220,6/16/2009 5:50,13,51.50586795,9.966434659,249,61,295,586514647,U,98.89835157,0.0247277,U
6220,6/16/2009 5:50,13,51.50613483,9.965376947,245,55,288,586514647,T,44.35477844,0.025205214,-0.027415223
6220,6/16/2009 5:50,13,51.50627975,9.964474132,247,30,283,586514642,U,91.09988807,0.040366246,U
6220,6/16/2009 5:50,13,51.50636885,9.963948419,246,26,284,586514642,U,91.09988807,0.029421687,-0.027414909
6220,6/16/2009 5:50,13,51.50644018,9.9635222,244,23,283,586514642,U,91.09988807,0.021445958,-0.027415301
6221,6/16/2009 5:39,13,51.44503176,10.04703035,330,61,322,540628516,U,97.77655146,0.044826301,U
6221,6/16/2009 5:39,13,51.44567046,10.04595403,325,63,298,540628516,T,96.17356295,0.005543179,-0.027415208
6221,6/16/2009 5:39,13,51.44587138,10.04479079,324,59,283,79659317,U,157.8756734,0.017156598,U
6221,6/16/2009 5:39,13,51.4461422,10.04352512,321,55,297,79659317,T,146.6603238,2.42E-04,-0.027415028
6221,6/16/2009 5:39,13,51.44669943,10.04285842,319,59,340,51790084,U,68.04443469,0.052651888,U
6221,6/16/2009 5:39,13,51.44737668,10.04294375,318,55,4,540628498,U,100.5347188,0.080107668,U
6221,6/16/2009 5:39,13,51.44801572,10.04253153,314,52,333,540628498,T,97.83779858,0.071431225,-0.027415234
6221,6/16/2009 5:39,13,51.44850279,10.04224269,312,29,348,586515015,U,50.01346671,0.107497661,U
6221,6/16/2009 5:39,13,51.44882449,10.04198696,308,29,327,586515015,T,35.13323876,0.035513275,-0.027415394
6221,6/16/2009 5:39,13,51.44907972,10.04164229,306,28,318,586515015,F,45.9403235,0.046199965,-0.027415244
6221,6/16/2009 5:39,13,51.44934182,10.04128103,307,28,319,79666997,U,19.55836067,0.029569022,U
6221,6/16/2009 5:39,13,51.44949152,10.04086529,305,26,251,586515014,U,15.88518866,0.037392133,U
6221,6/16/2009 5:40,13,51.44905214,10.04013422,302,50,242,79666993,U,15.33145672,0.033769427,U
6221,6/16/2009 5:40,13,51.44889188,10.03942276,300,41,283,79666994,U,90.16463898,0.032281855,U
6221,6/16/2009 5:40,13,51.44945296,10.03844703,296,59,316,79666994,T,81.93087221,0.034620829,-0.027415166
6221,6/16/2009 5:40,13,51.44988463,10.03779014,295,60,317,586515011,U,247.9088163,0.058833581,U
6221,6/16/2009 5:40,13,51.45055887,10.03680954,294,61,318,586515011,T,177.1770555,0.064352725,-0.027413801
6221,6/16/2009 5:40,13,51.45106045,10.03591603,293,60,306,586515011,F,233.227179,0.014132463,-0.027414113
6221,6/16/2009 5:40,13,51.45127318,10.03447719,293,64,285,51790087,U,131.4479774,0.031061672,U
6221,6/16/2009 5:40,13,51.45157308,10.03318973,293,59,289,51790087,T,104.7833553,0.086688302,0
6221,6/16/2009 5:40,13,51.45176964,10.03275236,293,59,289,51790087,F,128.245479,0.298209029,0
6221,6/16/2009 5:40,13,51.45281746,10.03153506,288,76,312,586515004,U,140.7129744,0.355102778,U
6221,6/16/2009 5:40,13,51.45357527,10.02974896,292,73,302,781460750,U,75.465397,0.23880574,U
6221,6/16/2009 5:41,13,51.45419754,10.02873232,289,79,317,781460748,U,109.474605,0.085909224,U
6221,6/16/2009 5:41,13,51.45453952,10.02823628,285,79,317,781460748,U,109.474605,0.032719518,-0.027415344
6221,6/16/2009 5:41,13,51.4549204,10.02651153,298,75,282,781466381,U,190.0065732,0.229545319,U
6221,6/16/2009 5:41,13,51.45520412,10.0250789,305,65,286,781466381,T,174.4562458,0.12402843,0.027415308
6221,6/16/2009 5:41,13,51.45557913,10.02430516,301,49,309,781466381,F,197.7626649,0.064540015,-0.027415271
6221,6/16/2009 5:41,13,51.45658856,10.02365649,308,66,330,781466380,U,190.2651038,0.075978892,U
6221,6/16/2009 5:41,13,51.45723497,10.02294428,299,66,330,781466380,T,172.2935947,0.209876784,-0.027415399
6221,6/16/2009 5:41,13,51.45762214,10.02233483,300,66,330,781466380,T,155.6677573,0.355790225,0.027414515
6221,6/16/2009 5:41,13,51.45858555,10.02150477,297,66,330,781460760,U,121.6004853,0.321262993,U
6221,6/16/2009 5:41,13,51.45948619,10.02019258,295,68,300,540628433,U,117.7452818,0.367769205,U
6221,6/16/2009 5:41,13,51.46027786,10.01815209,290,71,293,586515002,U,111.7627391,0.206080689,U
6221,6/16/2009 5:42,13,51.46069033,10.01688986,288,79,295,586515002,T,90.20213608,0.219734963,-0.027414706
6221,6/16/2009 5:42,13,51.46090549,10.01628133,286,79,295,586515003,U,65.96794371,0.240519566,U
6221,6/16/2009 5:42,13,51.4611018,10.0159324,292,79,295,586515003,U,65.96794371,0.19992871,0.027415473
6221,6/16/2009 5:42,13,51.46141369,10.01590105,292,79,295,586515003,U,65.96794371,0.073476312,0
6221,6/16/2009 5:42,13,51.46203227,10.01461493,292,79,295,586515000,U,758.7574432,0.147326645,U
6221,6/16/2009 5:42,13,51.46257777,10.01434579,293,79,295,586515000,F,762.5833798,0.056948781,0.02741446
6221,6/16/2009 5:42,13,51.4629392,10.01348823,293,79,295,586515000,F,770.8166529,0.401535784,0
6221,6/16/2009 5:42,13,51.46283886,10.01287744,293,79,295,586515000,F,830.5041546,0.915581608,0
6221,6/16/2009 5:42,13,51.46266988,10.01198536,293,79,295,586515000,F,832.2770272,1.37419462,0
6221,6/16/2009 5:42,13,51.4625543,10.01145235,293,79,295,586515000,T,816.2775148,1.59572881,0
6221,6/16/2009 5:42,13,51.46227493,10.01062112,293,79,295,586515000,T,801.3892056,1.985579151,0
6221,6/16/2009 5:43,13,51.46206236,10.009464,293,79,295,586515000,F,817.2748083,2.268588534,0
6221,6/16/2009 5:43,13,51.46175525,10.00656084,293,77,261,586515000,T,792.5733673,3.030929226,0
6221,6/16/2009 5:43,13,51.46213763,10.00457944,293,79,286,586515000,F,803.8186335,2.941870848,0
6221,6/16/2009 5:43,13,51.46498237,9.999252493,293,79,286,540628869,U,89.0161384,0.556468305,U
6221,6/16/2009 5:43,13,51.46497885,9.998630555,293,79,286,540628869,T,62.26964734,0.561735989,0
6221,6/16/2009 5:43,13,51.46507306,9.997518277,293,79,286,540628869,F,79.35042754,0.673330143,0
6221,6/16/2009 5:43,13,51.46524506,9.996049432,293,44,291,586514999,U,48.80724545,0.807339947,U
6221,6/16/2009 5:43,13,51.46553767,9.995247619,293,44,291,586514999,F,109.0999387,0.680530919,0
6221,6/16/2009 5:43,13,51.46651542,9.993392117,293,50,315,79664462,U,179.3890496,0.121854018,U
6221,6/16/2009 5:43,13,51.46739468,9.990790458,293,50,277,79658443,U,33.55656803,0.194529089,U
6221,6/16/2009 5:43,13,51.46763985,9.98920083,293,50,277,79664458,U,58.19043245,0.078667996,U
6221,6/16/2009 5:44,13,51.46767455,9.987957124,293,42,256,79664456,U,38.36092375,0.05627054,U
6221,6/16/2009 5:44,13,51.46763675,9.98735589,293,25,255,79664457,U,40.64978682,0.049251228,U
6221,6/16/2009 5:44,13,51.46757967,9.986667233,293,41,262,79664457,F,61.06961147,0.045464404,0
6221,6/16/2009 5:44,13,51.46747213,9.985758718,292,42,259,79683455,U,91.11399758,0.030872466,U
6221,6/16/2009 5:44,13,51.46736082,9.98503645,289,21,256,79683455,T,69.88515941,0.054642662,-0.027415268
6221,6/16/2009 5:44,13,51.46729586,9.984525237,289,32,259,79683455,F,159.0763678,0.045248209,0
6222,6/16/2009 5:32,13,51.41070108,10.12122997,370,46,351,548078324,U,938.9581441,0.062889506,U
6222,6/16/2009 5:32,13,51.41097047,10.12160087,369,50,95,548078324,F,939.6071927,0.102229771,-0.027414878
6222,6/16/2009 5:32,13,51.41129142,10.12262732,362,60,54,548078324,F,969.8275557,0.196730684,-0.027415369
6222,6/16/2009 5:33,13,51.41187932,10.12333685,358,56,8,548078324,F,994.9641301,0.064041617,-0.027415211
6222,6/16/2009 5:33,13,51.41255147,10.12289328,354,70,330,548078324,T,986.8415499,0.034697127,-0.027415215
6222,6/16/2009 5:33,13,51.4133708,10.12211602,349,79,330,762432156,U,142.600962,0.023424052,U
6222,6/16/2009 5:33,13,51.41427043,10.12152275,345,75,350,762432156,T,124.0669019,0.022822358,-0.027415096
6222,6/16/2009 5:33,13,51.41526058,10.12170933,339,82,10,762432102,U,115.3437259,0.031924862,U
6222,6/16/2009 5:33,13,51.41627748,10.12201879,338,85,11,762432102,T,53.08262014,0.037572016,-0.027413558
6222,6/16/2009 5:33,13,51.41733938,10.12225944,341,86,3,762432104,U,235.7446,0.043882831,U
6222,6/16/2009 5:33,13,51.41831503,10.12212155,344,73,351,762432104,T,213.5238169,0.014900044,0.027414934
6222,6/16/2009 5:33,13,51.41918885,10.12177723,341,70,348,762432104,T,181.914481,0.024419039,-0.027414986
6222,6/16/2009 5:33,13,51.41982939,10.12164085,342,48,348,762432105,U,16.90449898,0.003837281,U
6222,6/16/2009 5:33,13,51.42031973,10.12154974,343,33,355,554795744,U,1.610100256,0.02371746,U
6222,6/16/2009 5:33,13,51.42070597,10.12144673,344,29,350,554795744,F,45.33966868,0.011454804,0.027414808
6222,6/16/2009 5:34,13,51.42107922,10.12135813,343,30,349,554795745,U,3.852189716,0.018615172,U
6222,6/16/2009 5:34,13,51.4214554,10.12118379,342,30,343,762432112,U,37.29129931,0.006104697,U
6222,6/16/2009 5:34,13,51.42182563,10.12090106,340,32,330,762432113,U,20.97277615,0.013551051,U
6222,6/16/2009 5:34,13,51.42223676,10.12045967,341,34,332,548077817,U,22.84430597,8.99E-04,U
6222,6/16/2009 5:34,13,51.42263054,10.12031995,342,32,352,554795734,U,18.09235776,0.007626421,U
6222,6/16/2009 5:34,13,51.42315893,10.12007436,340,49,343,762432147,U,44.7555647,0.018141304,U
6222,6/16/2009 5:34,13,51.42362748,10.11946625,341,50,303,554795727,U,81.92204628,0.034033418,U
6222,6/16/2009 5:34,13,51.42377148,10.11846612,343,52,261,762561459,U,42.72869775,0.012699406,U
6222,6/16/2009 5:34,13,51.42343679,10.11744236,344,60,244,762561458,U,173.2608211,0.024956006,U
6222,6/16/2009 5:34,13,51.42316137,10.11622053,346,67,248,762561458,T,142.095605,0.018941181,0.027414781
6222,6/16/2009 5:34,13,51.42274529,10.11496995,348,69,242,762561458,F,191.1583131,0.019126035,0.02741471
6222,6/16/2009 5:34,13,51.42272056,10.11359087,347,75,287,548077870,U,112.1423007,0.017388728,U
6222,6/16/2009 5:35,13,51.42311443,10.11211272,346,85,295,762561433,U,39.73294281,0.017980668,U
6222,6/16/2009 5:35,13,51.42368046,10.1101123,351,95,294,762561434,U,971.0525022,0.015442993,U
6222,6/16/2009 5:35,13,51.42419385,10.10830139,354,102,294,762561434,T,870.2877479,0.006610562,0.027414765
6222,6/16/2009 5:35,13,51.42471495,10.10644505,360,100,294,762561434,T,768.6741479,0.008872265,0.027415157
6222,6/16/2009 5:35,13,51.42518727,10.10461863,367,97,288,762561434,F,962.8772621,0.00938035,0.027415226
6222,6/16/2009 5:35,13,51.42533152,10.10265693,367,100,276,762561434,T,900.8063636,0.035750728,0
6222,6/16/2009 5:35,13,51.42545038,10.10065567,369,99,275,762561434,T,865.9764807,0.049226371,0.027414351
6222,6/16/2009 5:35,13,51.42558156,10.09874149,375,95,277,762561434,U,865.9764807,0.046071825,0.027415179
6222,6/16/2009 5:35,13,51.42568943,10.09698716,378,83,275,762561434,T,830.9963357,0.049439286,0.027414857
6222,6/16/2009 5:35,13,51.42574165,10.09565142,378,58,272,548136059,U,97.34265536,0.05835,U
6222,6/16/2009 5:35,13,51.42565557,10.09462782,377,40,254,548136059,T,90.15382903,0.053006998,-0.027414318
6222,6/16/2009 5:35,13,51.42576864,10.09391117,378,37,296,64988915,U,35.61635138,0.041358769,U
6222,6/16/2009 5:36,13,51.42598137,10.09327004,378,35,297,64988915,F,56.56219609,0.037081845,0
6222,6/16/2009 5:36,13,51.42611808,10.09259555,379,37,279,554795606,U,33.3635238,0.037638448,U
6222,6/16/2009 5:36,13,51.42622327,10.09184402,383,39,284,548136065,U,15.21844372,0.03807587,U
6222,6/16/2009 5:36,13,51.42655654,10.09099904,386,58,306,548078837,U,50.80532764,0.041904287,U
6222,6/16/2009 5:36,13,51.42704227,10.08996924,388,68,306,762561462,U,289.6109609,0.046773738,U
6222,6/16/2009 5:36,13,51.42761718,10.08877432,391,76,307,762561462,T,231.0673758,0.046281423,0.027414959
6222,6/16/2009 5:36,13,51.42791248,10.08731344,394,81,283,762561462,F,265.7159644,0.066161798,0.027414948
6222,6/16/2009 5:36,13,51.42817676,10.08562583,396,92,283,762561462,F,265.8147601,0.043384266,0.027414515
6222,6/16/2009 5:36,13,51.42849896,10.08372833,393,103,285,762561463,U,346.9808803,0.045306782,U
6222,6/16/2009 5:36,13,51.42886282,10.08183352,392,96,292,762561463,T,322.4853408,0.042079296,-0.027413168
6222,6/16/2009 5:36,13,51.4294742,10.08018488,391,97,301,586514899,U,4.218115381,0.036195296,U
6222,6/16/2009 5:36,13,51.43010879,10.07850104,392,99,300,586514900,U,77.8511515,0.00803415,U
6222,6/16/2009 5:37,13,51.43072494,10.07683137,392,93,301,540627507,U,30.10359768,0.013190126,U
6222,6/16/2009 5:37,13,51.43128603,10.07529622,390,87,300,586514897,U,89.79782491,0.008943476,U
6222,6/16/2009 5:37,13,51.43184267,10.07376049,388,90,300,586514898,U,28.65246787,0.007571729,U
6222,6/16/2009 5:37,13,51.43245128,10.07209416,385,99,300,586514898,F,162.4880879,0.005042742,-0.027414789
6222,6/16/2009 5:37,13,51.43308277,10.07034838,382,99,300,586514898,F,302.5452678,0.008161929,-0.027414754
6222,6/16/2009 5:37,13,51.43369717,10.0686855,377,96,300,586514898,F,436.2828436,9.87E-04,-0.0274151
6222,6/16/2009 5:37,13,51.43433075,10.06696855,374,102,301,586514898,F,574.3470588,0.009684628,-0.027414763
6222,6/16/2009 5:37,13,51.43492587,10.06535134,372,80,300,586514895,U,6.731708875,0.016979758,U
6222,6/16/2009 5:37,13,51.43546868,10.06380849,368,71,299,79667311,U,8.525602542,0.009193161,U
6222,6/16/2009 5:37,13,51.43589473,10.06261038,368,69,300,586514894,U,143.6466354,0.012202616,U
6222,6/16/2009 5:37,13,51.43633244,10.06138922,367,70,300,586514894,U,143.6466354,0.017627395,-0.027413863
6223,6/16/2009 5:26,13,51.37586933,10.14319458,331,29,302,548072656,U,147.3052952,0.065180603,U
6223,6/16/2009 5:26,13,51.37592808,10.14308763,331,0,162,548072638,U,5.018485374,0.058041373,U
6223,6/16/2009 5:26,13,51.37593429,10.14308142,329,1,329,548072638,F,5.695336292,0.055482277,-0.027415561
6223,6/16/2009 5:26,13,51.37608583,10.14319433,328,19,33,548080683,U,52.82313671,0.073213152,U
6223,6/16/2009 5:26,13,51.37637392,10.14341628,328,32,28,548080683,T,22.90574108,0.027063754,0
6223,6/16/2009 5:27,13,51.37677952,10.14374829,326,35,26,548080683,F,76.06282833,0.038847033,-0.027415126
6223,6/16/2009 5:27,13,51.37712192,10.14399036,324,28,22,548072596,U,11.892746,0.032676669,U
6223,6/16/2009 5:27,13,51.37753095,10.14424768,321,35,18,548080681,U,15.32273725,0.034291987,U
6223,6/16/2009 5:27,13,51.37789398,10.14450853,319,30,35,548080682,U,33.43557226,0.017437477,U
6223,6/16/2009 5:27,13,51.37821064,10.14477373,320,24,6,548072489,U,77.54586546,0.049661725,U
6223,6/16/2009 5:27,13,51.37859336,10.14462529,320,32,353,548072489,T,63.07617589,0.03471,0
6223,6/16/2009 5:27,13,51.37908177,10.14467089,320,49,3,548072489,F,75.72885154,0.116087469,0
6223,6/16/2009 5:27,13,51.37962249,10.1448744,319,48,15,548072489,F,137.9786461,0.092421265,-0.02741449
6223,6/16/2009 5:27,13,51.38020998,10.14500809,319,38,4,548086177,U,28.65056207,0.07972963,U
6223,6/16/2009 5:27,13,51.38078037,10.14497842,319,44,356,762561467,U,75.90261857,0.048646982,U
6223,6/16/2009 5:27,13,51.38127465,10.14491463,320,40,356,762561467,T,15.77459442,0.044824865,0.027414605
6223,6/16/2009 5:27,13,51.38184998,10.14486308,322,46,356,548080687,U,8.15960442,0.028948227,U
6223,6/16/2009 5:28,13,51.38236572,10.14480977,324,40,359,548080686,U,50.18363468,0.04013,U
6223,6/16/2009 5:28,13,51.38290342,10.14491245,326,45,12,548080686,F,51.36248327,0.073519445,0.027415042
6223,6/16/2009 5:28,13,51.38336183,10.14517103,326,36,25,762561468,U,168.3141781,0.022409502,U
6223,6/16/2009 5:28,13,51.38387245,10.14555023,325,43,27,762561468,U,168.3141781,0.028261169,-0.027414475
6223,6/16/2009 5:28,13,51.38433035,10.14590252,326,37,27,762561468,U,168.3141781,0.023825013,0.027414582
6223,6/16/2009 5:28,13,51.38479203,10.14609287,325,40,1,762561468,T,157.4039437,8.70E-04,-0.027414642
6223,6/16/2009 5:28,13,51.38523912,10.14580202,325,37,338,548079901,U,27.47833007,0.032713824,U
6223,6/16/2009 5:28,13,51.38566853,10.14531428,325,40,317,762561439,U,106.3948021,0.073088742,U
6223,6/16/2009 5:28,13,51.38581303,10.14457575,325,39,276,762561439,T,102.5872231,0.111170942,0
6223,6/16/2009 5:28,13,51.38600104,10.14387963,324,35,310,762561439,F,124.739411,0.076369227,-0.027414649
6223,6/16/2009 5:28,13,51.38627512,10.14371292,324,20,1,762561440,U,22.7186189,0.089980569,U
6223,6/16/2009 5:28,13,51.38638032,10.14368316,325,0,18,762561442,U,95.51632108,0.007450815,U
6223,6/16/2009 5:29,13,51.38640873,10.14365869,324,2,13,762561442,U,95.51632108,0.022445242,-0.027415505
6223,6/16/2009 5:29,13,51.38642273,10.14361954,323,9,312,762561442,U,95.51632108,0.038885371,-0.027415513
6223,6/16/2009 5:29,13,51.3865125,10.14290775,323,43,272,548117168,U,11.75329064,0.172507024,U
6223,6/16/2009 5:29,13,51.38647445,10.14187024,321,57,272,762561443,U,184.8674416,0.142387991,U
6223,6/16/2009 5:29,13,51.38658542,10.14060508,321,68,283,762561443,T,174.6868993,0.099102554,0
6223,6/16/2009 5:29,13,51.38680193,10.13918124,320,74,285,762561443,T,90.36899908,0.091499758,-0.027413792
6223,6/16/2009 5:29,13,51.38703695,10.13767795,321,80,284,762561443,F,198.0981594,0.081823971,0.02741369
6223,6/16/2009 5:29,13,51.38718682,10.13608564,327,86,265,565420724,U,6.278272742,0.008423373,U
6223,6/16/2009 5:29,13,51.38698742,10.13453113,329,81,256,762561445,U,212.5711417,0.064181565,U
6223,6/16/2009 5:29,13,51.38707174,10.13315432,322,68,290,762561445,T,209.8449079,0.113229514,-0.027415328
6223,6/16/2009 5:29,13,51.38741246,10.13209049,323,53,307,762561446,U,76.81402643,0.073159359,U
6223,6/16/2009 5:29,13,51.38750592,10.13123369,343,31,264,762561446,F,99.69134334,0.035701801,0.027415515
6223,6/16/2009 5:30,13,51.38766568,10.13081786,345,28,326,762432157,U,9.155989818,0.036284417,U
6223,6/16/2009 5:30,13,51.38826063,10.13073614,346,65,358,762432158,U,13.15209992,0.022007431,U
6223,6/16/2009 5:30,13,51.38909664,10.13063279,349,71,356,762432118,U,507.3822283,0.031309795,U
6223,6/16/2009 5:30,13,51.39008244,10.13048946,356,82,355,762432118,T,380.4042727,0.02213364,0.027415293
6223,6/16/2009 5:30,13,51.39115213,10.13041712,364,85,360,762432118,F,433.1740183,0.024226475,0.027415308
6223,6/16/2009 5:30,13,51.39224614,10.1304846,373,88,2,762432118,F,452.2528187,0.039752718,0.027415332
6223,6/16/2009 5:30,13,51.39339932,10.13046716,378,95,358,762432118,F,476.5557469,0.028412062,0.02741512
6223,6/16/2009 5:30,13,51.39454094,10.13032853,378,87,355,762432119,U,26.29042806,0.040535717,U
6223,6/16/2009 5:30,13,51.39555397,10.13018159,378,67,354,762432117,U,64.51749237,0.043629037,U
6223,6/16/2009 5:30,13,51.39609754,10.13020204,381,32,7,586834770,U,30.63516712,0.032762868,U
6223,6/16/2009 5:30,13,51.39658562,10.12993726,380,51,348,711688562,U,225.3500788,0.048763328,U
6223,6/16/2009 5:30,13,51.39730596,10.12969058,382,62,348,711688562,T,205.3923604,0.024717751,0.027414853
6223,6/16/2009 5:31,13,51.39806796,10.12944139,383,58,349,711688562,F,241.174867,0.018157817,0.027414058
6223,6/16/2009 5:31,13,51.39866685,10.129389,382,45,13,586834767,U,12.17127746,0.004769136,U
6223,6/16/2009 5:31,13,51.39903313,10.12915238,382,38,334,762432114,U,15.26472678,0.029948573,U
6223,6/16/2009 5:31,13,51.39972456,10.12892716,384,60,349,762432115,U,73.7497674,0.021695531,U
6223,6/16/2009 5:31,13,51.40050307,10.12866179,388,66,349,762432116,U,13.93750889,7.49E-04,U
6223,6/16/2009 5:31,13,51.40143019,10.12837219,393,81,349,762432120,U,11.21632258,0.004747242,U
6223,6/16/2009 5:31,13,51.40243309,10.12805938,395,83,349,762432121,U,20.26877507,0.014227056,U
6223,6/16/2009 5:31,13,51.40350002,10.12771723,396,89,349,762432140,U,122.2872959,0.002066293,U
6223,6/16/2009 5:31,13,51.40454935,10.12756594,398,83,3,762432138,U,27.84119097,0.014744892,U
7353,6/17/2009 9:39,13,50.85092054,10.14916535,315,59,147,764758872,U,385.8911305,0.02311885,U
7353,6/17/2009 9:39,13,50.85052642,10.15013932,319,64,113,554808815,U,98.38908934,0.030809764,U
7353,6/17/2009 9:39,13,50.85024152,10.15146492,316,76,110,554808815,F,102.724053,0.005814523,-0.027414996
7353,6/17/2009 9:39,13,50.84969837,10.15255683,317,73,142,764758870,U,293.5093183,0.028717875,U
7353,6/17/2009 9:39,13,50.84898658,10.15349083,323,74,129,764758870,T,279.9836202,0.005064934,0.027415269
7353,6/17/2009 9:39,13,50.84848124,10.15475038,324,77,123,764758870,F,294.6625701,0.017198953,0.027413739
7353,6/17/2009 9:39,13,50.84793725,10.15603582,325,76,120,764758869,U,264.3698579,0.033998265,U
7353,6/17/2009 9:39,13,50.84737784,10.15724106,325,75,128,764758869,F,269.2657188,0.035728679,0
7353,6/17/2009 9:39,13,50.84671559,10.15822987,321,61,138,764758869,T,265.3885981,0.042557529,-0.027415126
7353,6/17/2009 9:40,13,50.8461416,10.15900059,320,59,141,764758868,U,79.02701669,0.039072778,U
7353,6/17/2009 9:40,13,50.84547666,10.15983257,326,59,145,781803228,U,30.92684722,0.005864924,U
7353,6/17/2009 9:40,13,50.84495975,10.16043766,325,51,141,781803227,U,90.69155305,0.065257721,U
7353,6/17/2009 9:40,13,50.84446798,10.16122204,300,53,133,554808788,U,45.91170873,0.011600178,U
7353,6/17/2009 9:40,13,50.84403992,10.16199452,291,46,130,554808788,F,79.78056751,8.83E-04,-0.027415428
7353,6/17/2009 9:40,13,50.84363985,10.16266683,285,47,133,548084540,U,32.91570627,0.012831823,U
7353,6/17/2009 9:40,13,50.84323383,10.16335272,282,47,134,548084552,U,88.44545139,0.022777838,U
7353,6/17/2009 9:40,13,50.84284139,10.16397986,284,42,139,548084552,U,88.44545139,0.041532398,0.027415027
7353,6/17/2009 9:40,13,50.84241492,10.16440867,285,38,152,548085081,U,68.7916538,0.030279014,U
7353,6/17/2009 9:40,13,50.84197227,10.16460724,284,36,168,548085081,T,16.47943537,0.01602836,-0.027414675
7353,6/17/2009 9:40,13,50.84154446,10.16464706,285,30,190,548085080,U,22.810937,0.016878296,U
7353,6/17/2009 9:40,13,50.84131756,10.1647841,285,25,137,548084580,U,34.92266827,0.027579133,U
7353,6/17/2009 9:41,13,50.84112452,10.16525952,284,31,123,548084580,F,39.08318847,0.051516553,-0.027414875
7353,6/17/2009 9:41,13,50.84088312,10.16553822,287,18,174,548084580,F,53.03733657,0.005761791,0.027415374
7353,6/17/2009 9:41,13,50.84051482,10.16555155,290,31,183,548084581,U,20.97051105,0.073251493,U
7353,6/17/2009 9:41,13,50.84016002,10.1654425,291,25,172,764680465,U,30.29010619,0.004160661,U
7353,6/17/2009 9:41,13,50.83996874,10.16590342,294,31,127,764680464,U,11.77560431,0.010349574,U
7353,6/17/2009 9:41,13,50.83983229,10.16610953,294,7,154,764680464,F,19.96059057,0.017320736,0
7353,6/17/2009 9:41,13,50.83958309,10.16606812,296,28,194,548084936,U,2.972158316,0.054642885,U
7353,6/17/2009 9:41,13,50.83922334,10.16588154,296,30,211,548085074,U,1.368582054,0.116062868,U
7353,6/17/2009 9:41,13,50.83886225,10.1657072,291,33,194,554806707,U,80.53381299,0.061784727,U
